Month,Date,Beginning Balance,Payment,Principal,Interest,PMI/MIP,Total Payment,Ending Balance
76,2030-03-30,232297.8,1566.23,356.35,1209.88,164.54,1730.77,231941.45
77,2030-04-29,231941.45,1566.23,358.2,1208.03,164.29,1730.52,231583.25
78,2030-05-29,231583.25,1566.23,360.07,1206.16,164.04,1730.27,231223.18
79,2030-06-28,231223.18,1566.23,361.94,1204.29,163.78,1730.01,230861.24
80,2030-07-28,230861.24,1566.23,363.83,1202.4,163.53,1729.76,230497.41
81,2030-08-27,230497.41,1566.23,365.72,1200.51,163.27,1729.5,230131.69
82,2030-09-26,230131.69,1566.23,367.63,1198.6,163.01,1729.24,229764.06
83,2030-10-26,229764.06,1566.23,369.54,1196.69,162.75,1728.98,229394.52
84,2030-11-25,229394.52,1566.23,371.47,1194.76,162.49,1728.72,229023.05
85,2030-12-25,229023.05,1566.23,373.4,1192.83,162.22,1728.45,228649.65
86,2031-01-24,228649.65,1566.23,375.35,1190.88,161.96,1728.19,228274.3
87,2031-02-23,228274.3,1566.23,377.3,1188.93,161.69,1727.92,227897.0
88,2031-03-25,227897.0,1566.23,379.27,1186.96,161.43,1727.66,227517.73
89,2031-04-24,227517.73,1566.23,381.24,1184.99,161.16,1727.39,227136.49
90,2031-05-24,227136.49,1566.23,383.23,1183.0,160.89,1727.12,226753.26
91,2031-06-23,226753.26,1566.23,385.22,1181.01,160.62,1726.85,226368.04
92,2031-07-23,226368.04,1566.23,387.23,1179.0,160.34,1726.57,225980.81
93,2031-08-22,225980.81,1566.23,389.25,1176.98,160.07,1726.3,225591.56
94,2031-09-21,225591.56,1566.23,391.27,1174.96,159.79,1726.02,225200.29
95,2031-10-21,225200.29,1566.23,393.31,1172.92,159.52,1725.75,224806.98
96,2031-11-20,224806.98,1566.23,395.36,1170.87,159.24,1725.47,224411.62
97,2031-12-20,224411.62,1566.23,397.42,1168.81,158.96,1725.19,224014.2
98,2032-01-19,224014.2,1566.23,399.49,1166.74,158.68,1724.91,223614.71
99,2032-02-18,223614.71,1566.23,401.57,1164.66,158.39,1724.62,223213.14
100,2032-03-19,223213.14,1566.23,403.66,1162.57,158.11,1724.34,222809.48
101,2032-04-18,222809.48,1566.23,405.76,1160.47,157.82,1724.05,222403.72
102,2032-05-18,222403.72,1566.23,407.88,1158.35,157.54,1723.77,221995.84
103,2032-06-17,221995.84,1566.23,410.0,1156.23,157.25,1723.48,221585.84
104,2032-07-17,221585.84,1566.23,412.14,1154.09,156.96,1723.19,221173.7
105,2032-08-16,221173.7,1566.23,414.28,1151.95,156.66,1722.89,220759.42
106,2032-09-15,220759.42,1566.23,416.44,1149.79,156.37,1722.6,220342.98
107,2032-10-15,220342.98,1566.23,418.61,1147.62,156.08,1722.31,219924.37
108,2032-11-14,219924.37,1566.23,420.79,1145.44,155.78,1722.01,219503.58
109,2032-12-14,219503.58,1566.23,422.98,1143.25,155.48,1721.71,219080.6
110,2033-01-13,219080.6,1566.23,425.19,1141.04,155.18,1721.41,218655.41
111,2033-02-12,218655.41,1566.23,427.4,1138.83,154.88,1721.11,218228.01
112,2033-03-14,218228.01,1566.23,429.63,1136.6,154.58,1720.81,217798.38
113,2033-04-13,217798.38,1566.23,431.86,1134.37,154.27,1720.5,217366.52
114,2033-05-13,217366.52,1566.23,434.11,1132.12,153.97,1720.2,216932.41
115,2033-06-12,216932.41,1566.23,436.37,1129.86,153.66,1719.89,216496.04
116,2033-07-12,216496.04,1566.23,438.65,1127.58,153.35,1719.58,216057.39
117,2033-08-11,216057.39,1566.23,440.93,1125.3,153.04,1719.27,215616.46
118,2033-09-10,215616.46,1566.23,443.23,1123.0,152.73,1718.96,215173.23
119,2033-10-10,215173.23,1566.23,445.54,1120.69,152.41,1718.64,214727.69
120,2033-11-09,214727.69,1566.23,447.86,1118.37,152.1,1718.33,214279.83
121,2033-12-09,214279.83,1566.23,450.19,1116.04,151.78,1718.01,213829.64
122,2034-01-08,213829.64,1566.23,452.53,1113.7,151.46,1717.69,213377.11
123,2034-02-07,213377.11,1566.23,454.89,1111.34,151.14,1717.37,212922.22
124,2034-03-09,212922.22,1566.23,457.26,1108.97,150.82,1717.05,212464.96
125,2034-04-08,212464.96,1566.23,459.64,1106.59,150.5,1716.73,212005.32
126,2034-05-08,212005.32,1566.23,462.04,1104.19,150.17,1716.4,211543.28
127,2034-06-07,211543.28,1566.23,464.44,1101.79,149.84,1716.07,211078.84
128,2034-07-07,211078.84,1566.23,466.86,1099.37,149.51,1715.74,210611.98
129,2034-08-06,210611.98,1566.23,469.29,1096.94,149.18,1715.41,210142.69
130,2034-09-05,210142.69,1566.23,471.74,1094.49,148.85,1715.08,209670.95
131,2034-10-05,209670.95,1566.23,474.19,1092.04,148.52,1714.75,209196.76
132,2034-11-04,209196.76,1566.23,476.66,1089.57,148.18,1714.41,208720.1
133,2034-12-04,208720.1,1566.23,479.15,1087.08,147.84,1714.07,208240.95
134,2035-01-03,208240.95,1566.23,481.64,1084.59,147.5,1713.73,207759.31
135,2035-02-02,207759.31,1566.23,484.15,1082.08,147.16,1713.39,207275.16
136,2035-03-04,207275.16,1566.23,486.67,1079.56,146.82,1713.05,206788.49
137,2035-04-03,206788.49,1566.23,489.21,1077.02,146.48,1712.71,206299.28
138,2035-05-03,206299.28,1566.23,491.75,1074.48,146.13,1712.36,205807.53
139,2035-06-02,205807.53,1566.23,494.32,1071.91,145.78,1712.01,205313.21
140,2035-07-02,205313.21,1566.23,496.89,1069.34,145.43,1711.66,204816.32
141,2035-08-01,204816.32,1566.23,499.48,1066.75,145.08,1711.31,204316.84
142,2035-08-31,204316.84,1566.23,502.08,1064.15,144.72,1710.95,203814.76
143,2035-09-30,203814.76,1566.23,504.69,1061.54,144.37,1710.6,203310.07
144,2035-10-30,203310.07,1566.23,507.32,1058.91,144.01,1710.24,202802.75
145,2035-11-29,202802.75,1566.23,509.97,1056.26,143.65,1709.88,202292.78
146,2035-12-29,202292.78,1566.23,512.62,1053.61,143.29,1709.52,201780.16
147,2036-01-28,201780.16,1566.23,515.29,1050.94,142.93,1709.16,201264.87
148,2036-02-27,201264.87,1566.23,517.98,1048.25,142.56,1708.79,200746.89
149,2036-03-28,200746.89,1566.23,520.67,1045.56,142.2,1708.43,200226.22
150,2036-04-27,200226.22,1566.23,523.39,1042.84,141.83,1708.06,199702.83
151,2036-05-27,199702.83,1566.23,526.11,1040.12,141.46,1707.69,199176.72
152,2036-06-26,199176.72,1566.23,528.85,1037.38,141.08,1707.31,198647.87
153,2036-07-26,198647.87,1566.23,531.61,1034.62,140.71,1706.94,198116.26
154,2036-08-25,198116.26,1566.23,534.37,1031.86,140.33,1706.56,197581.89
155,2036-09-24,197581.89,1566.23,537.16,1029.07,139.95,1706.18,197044.73
156,2036-10-24,197044.73,1566.23,539.96,1026.27,139.57,1705.8,196504.77
157,2036-11-23,196504.77,1566.23,542.77,1023.46,139.19,1705.42,195962.0
158,2036-12-23,195962.0,1566.23,545.59,1020.64,138.81,1705.04,195416.41
159,2037-01-22,195416.41,1566.23,548.44,1017.79,138.42,1704.65,194867.97
160,2037-02-21,194867.97,1566.23,551.29,1014.94,138.03,1704.26,194316.68
161,2037-03-23,194316.68,1566.23,554.16,1012.07,137.64,1703.87,193762.52
162,2037-04-22,193762.52,1566.23,557.05,1009.18,137.25,1703.48,193205.47
163,2037-05-22,193205.47,1566.23,559.95,1006.28,136.85,1703.08,192645.52
164,2037-06-21,192645.52,1566.23,562.87,1003.36,136.46,1702.69,192082.65
165,2037-07-21,192082.65,1566.23,565.8,1000.43,136.06,1702.29,191516.85
166,2037-08-20,191516.85,1566.23,568.75,997.48,135.66,1701.89,190948.1
167,2037-09-19,190948.1,1566.23,571.71,994.52,135.25,1701.48,190376.39
168,2037-10-19,190376.39,1566.23,574.69,991.54,134.85,1701.08,189801.7
169,2037-11-18,189801.7,1566.23,577.68,988.55,134.44,1700.67,189224.02
170,2037-12-18,189224.02,1566.23,580.69,985.54,134.03,1700.26,188643.33
171,2038-01-17,188643.33,1566.23,583.71,982.52,133.62,1699.85,188059.62
172,2038-02-16,188059.62,1566.23,586.75,979.48,133.21,1699.44,187472.87
173,2038-03-18,187472.87,1566.23,589.81,976.42,132.79,1699.02,186883.06
174,2038-04-17,186883.06,1566.23,592.88,973.35,132.38,1698.61,186290.18
175,2038-05-17,186290.18,1566.23,595.97,970.26,131.96,1698.19,185694.21
176,2038-06-16,185694.21,1566.23,599.07,967.16,131.53,1697.76,185095.14
177,2038-07-16,185095.14,1566.23,602.19,964.04,131.11,1697.34,184492.95
178,2038-08-15,184492.95,1566.23,605.33,960.9,130.68,1696.91,183887.62
179,2038-09-14,183887.62,1566.23,608.48,957.75,130.25,1696.48,183279.14
180,2038-10-14,183279.14,1566.23,611.65,954.58,129.82,1696.05,182667.49
181,2038-11-13,182667.49,1566.23,614.84,951.39,129.39,1695.62,182052.65
182,2038-12-13,182052.65,1566.23,618.04,948.19,128.95,1695.18,181434.61
183,2039-01-12,181434.61,1566.23,621.26,944.97,128.52,1694.75,180813.35
184,2039-02-11,180813.35,1566.23,624.49,941.74,128.08,1694.31,180188.86
185,2039-03-13,180188.86,1566.23,627.75,938.48,127.63,1693.86,179561.11
186,2039-04-12,179561.11,1566.23,631.02,935.21,127.19,1693.42,178930.09
187,2039-05-12,178930.09,1566.23,634.3,931.93,126.74,1692.97,178295.79
188,2039-06-11,178295.79,1566.23,637.61,928.62,126.29,1692.52,177658.18
189,2039-07-11,177658.18,1566.23,640.93,925.3,125.84,1692.07,177017.25
190,2039-08-10,177017.25,1566.23,644.27,921.96,125.39,1691.62,176372.98
191,2039-09-09,176372.98,1566.23,647.62,918.61,124.93,1691.16,175725.36
192,2039-10-09,175725.36,1566.23,650.99,915.24,124.47,1690.7,175074.37
193,2039-11-08,175074.37,1566.23,654.38,911.85,124.01,1690.24,174419.99
194,2039-12-08,174419.99,1566.23,657.79,908.44,123.55,1689.78,173762.2
195,2040-01-07,173762.2,1566.23,661.22,905.01,123.08,1689.31,173100.98
196,2040-02-06,173100.98,1566.23,664.66,901.57,122.61,1688.84,172436.32
197,2040-03-07,172436.32,1566.23,668.12,898.11,122.14,1688.37,171768.2
198,2040-04-06,171768.2,1566.23,671.6,894.63,121.67,1687.9,171096.6
199,2040-05-06,171096.6,1566.23,675.1,891.13,121.19,1687.42,170421.5
200,2040-06-05,170421.5,1566.23,678.62,887.61,120.72,1686.95,169742.88
201,2040-07-05,169742.88,1566.23,682.15,884.08,120.23,1686.46,169060.73
202,2040-08-04,169060.73,1566.23,685.71,880.52,119.75,1685.98,168375.02
203,2040-09-03,168375.02,1566.23,689.28,876.95,119.27,1685.5,167685.74
204,2040-10-03,167685.74,1566.23,692.87,873.36,118.78,1685.01,166992.87
205,2040-11-02,166992.87,1566.23,696.48,869.75,118.29,1684.52,166296.39
206,2040-12-02,166296.39,1566.23,700.1,866.13,117.79,1684.02,165596.29
207,2041-01-01,165596.29,1566.23,703.75,862.48,117.3,1683.53,164892.54
208,2041-01-31,164892.54,1566.23,707.41,858.82,116.8,1683.03,164185.13
209,2041-03-02,164185.13,1566.23,711.1,855.13,116.3,1682.53,163474.03
210,2041-04-01,163474.03,1566.23,714.8,851.43,115.79,1682.02,162759.23
211,2041-05-01,162759.23,1566.23,718.53,847.7,115.29,1681.52,162040.7
212,2041-05-31,162040.7,1566.23,722.27,843.96,114.78,1681.01,161318.43
213,2041-06-30,161318.43,1566.23,726.03,840.2,114.27,1680.5,160592.4
214,2041-07-30,160592.4,1566.23,729.81,836.42,113.75,1679.98,159862.59
215,2041-08-29,159862.59,1566.23,733.61,832.62,113.24,1679.47,159128.98
216,2041-09-28,159128.98,1566.23,737.43,828.8,112.72,1678.95,158391.55
217,2041-10-28,158391.55,1566.23,741.27,824.96,112.19,1678.42,157650.28
218,2041-11-27,157650.28,1566.23,745.13,821.1,111.67,1677.9,156905.15
219,2041-12-27,156905.15,1566.23,749.02,817.21,111.14,1677.37,156156.13
220,2042-01-26,156156.13,1566.23,752.92,813.31,110.61,1676.84,155403.21
221,2042-02-25,155403.21,1566.23,756.84,809.39,110.08,1676.31,154646.37
222,2042-03-27,154646.37,1566.23,760.78,805.45,109.54,1675.77,153885.59
223,2042-04-26,153885.59,1566.23,764.74,801.49,109.0,1675.23,153120.85
224,2042-05-26,153120.85,1566.23,768.73,797.5,108.46,1674.69,152352.12
225,2042-06-25,152352.12,1566.23,772.73,793.5,107.92,1674.15,151579.39
226,2042-07-25,151579.39,1566.23,776.75,789.48,107.37,1673.6,150802.64
227,2042-08-24,150802.64,1566.23,780.8,785.43,106.82,1673.05,150021.84
228,2042-09-23,150021.84,1566.23,784.87,781.36,106.27,1672.5,149236.97
229,2042-10-23,149236.97,1566.23,788.95,777.28,105.71,1671.94,148448.02
230,2042-11-22,148448.02,1566.23,793.06,773.17,105.15,1671.38,147654.96
231,2042-12-22,147654.96,1566.23,797.19,769.04,104.59,1670.82,146857.77
232,2043-01-21,146857.77,1566.23,801.35,764.88,104.02,1670.25,146056.42
233,2043-02-20,146056.42,1566.23,805.52,760.71,103.46,1669.69,145250.9
234,2043-03-22,145250.9,1566.23,809.71,756.52,102.89,1669.12,144441.19
235,2043-04-21,144441.19,1566.23,813.93,752.3,102.31,1668.54,143627.26
236,2043-05-21,143627.26,1566.23,818.17,748.06,101.74,1667.97,142809.09
237,2043-06-20,142809.09,1566.23,822.43,743.8,101.16,1667.39,141986.66
238,2043-07-20,141986.66,1566.24,826.73,739.51,100.57,1666.81,141159.93
239,2043-08-19,141159.93,1566.23,831.02,735.21,99.99,1666.22,140328.91
240,2043-09-18,140328.91,1566.23,835.35,730.88,99.4,1665.63,139493.56
241,2043-10-18,139493.56,1566.24,839.71,726.53,98.81,1665.05,138653.85
242,2043-11-17,138653.85,1566.23,844.07,722.16,98.21,1664.44,137809.78
243,2043-12-17,137809.78,1566.24,848.48,717.76,97.62,1663.86,136961.3
244,2044-01-16,136961.3,1566.24,852.9,713.34,97.01,1663.25,136108.4
245,2044-02-15,136108.4,1566.24,857.34,708.9,96.41,1662.65,135251.06
246,2044-03-16,135251.06,1566.23,861.8,704.43,95.8,1662.03,134389.26
247,2044-04-15,134389.26,1566.23,866.29,699.94,95.19,1661.42,133522.97
248,2044-05-15,133522.97,1566.24,870.81,695.43,94.58,1660.82,132652.16
249,2044-06-14,132652.16,1566.23,875.33,690.9,93.96,1660.19,131776.83
250,2044-07-14,131776.83,1566.24,879.9,686.34,93.34,1659.58,130896.93
251,2044-08-13,130896.93,1566.23,884.48,681.75,92.72,1658.95,130012.45
252,2044-09-12,130012.45,1566.23,889.08,677.15,92.09,1658.32,129123.37
253,2044-10-12,129123.37,1566.24,893.72,672.52,91.46,1657.7,128229.65
254,2044-11-11,128229.65,1566.24,898.38,667.86,90.83,1657.07,127331.27
255,2044-12-11,127331.27,1566.23,903.05,663.18,90.19,1656.42,126428.22
256,2045-01-10,126428.22,1566.23,907.75,658.48,89.55,1655.78,125520.47
257,2045-02-09,125520.47,1566.24,912.49,653.75,88.91,1655.15,124607.98
258,2045-03-11,124607.98,1566.23,917.23,649.0,88.26,1654.49,123690.75
259,2045-04-10,123690.75,1566.23,922.01,644.22,87.61,1653.84,122768.74
260,2045-05-10,122768.74,1566.24,926.82,639.42,86.96,1653.2,121841.92
261,2045-06-09,121841.92,1566.23,931.64,634.59,86.3,1652.53,120910.28
262,2045-07-09,120910.28,1566.23,936.49,629.74,85.64,1651.87,119973.79
263,2045-08-08,119973.79,1566.24,941.38,624.86,84.98,1651.22,119032.41
264,2045-09-07,119032.41,1566.23,946.27,619.96,84.31,1650.54,118086.14
265,2045-10-07,118086.14,1566.23,951.2,615.03,83.64,1649.87,117134.94
266,2045-11-06,117134.94,1566.24,956.16,610.08,82.97,1649.21,116178.78
267,2045-12-06,116178.78,1566.23,961.13,605.1,82.29,1648.52,115217.65
268,2046-01-05,115217.65,1566.24,966.15,600.09,81.61,1647.85,114251.5
269,2046-02-04,114251.5,1566.23,971.17,595.06,80.93,1647.16,113280.33
270,2046-03-06,113280.33,1566.24,976.24,590.0,80.24,1646.48,112304.09
271,2046-04-05,112304.09,1566.23,981.31,584.92,79.55,1645.78,111322.78
272,2046-05-05,111322.78,1566.24,986.43,579.81,78.85,1645.09,110336.35
273,2046-06-04,110336.35,1566.24,991.57,574.67,78.15,1644.39,109344.78
274,2046-07-04,109344.78,1566.23,996.73,569.5,77.45,1643.68,108348.05
275,2046-08-03,108348.05,1566.24,1001.93,564.31,76.75,1642.99,107346.12
276,2046-09-02,107346.12,1566.23,1007.14,559.09,76.04,1642.27,106338.98
277,2046-10-02,106338.98,1566.23,1012.38,553.85,75.32,1641.55,105326.6
278,2046-11-01,105326.6,1566.23,1017.65,548.58,74.61,1640.84,104308.95
279,2046-12-01,104308.95,1566.24,1022.96,543.28,73.89,1640.13,103285.99
280,2046-12-31,103285.99,1566.24,1028.29,537.95,73.16,1639.4,102257.7
281,2047-01-30,102257.7,1566.24,1033.65,532.59,72.43,1638.67,101224.05
282,2047-03-01,101224.05,1566.23,1039.02,527.21,71.7,1637.93,100185.03
283,2047-03-31,100185.03,1566.24,1044.44,521.8,70.96,1637.2,99140.59
284,2047-04-30,99140.59,1566.24,1049.88,516.36,70.22,1636.46,98090.71
285,2047-05-30,98090.71,1566.24,1055.35,510.89,69.48,1635.72,97035.36
286,2047-06-29,97035.36,1566.23,1060.84,505.39,68.73,1634.96,95974.52
287,2047-07-29,95974.52,1566.23,1066.36,499.87,67.98,1634.21,94908.16
288,2047-08-28,94908.16,1566.24,1071.93,494.31,67.23,1633.47,93836.23
289,2047-09-27,93836.23,1566.23,1077.5,488.73,66.47,1632.7,92758.73
290,2047-10-27,92758.73,1566.24,1083.12,483.12,65.7,1631.94,91675.61
291,2047-11-26,91675.61,1566.23,1088.75,477.48,64.94,1631.17,90586.86
292,2047-12-26,90586.86,1566.24,1094.43,471.81,64.17,1630.41,89492.43
293,2048-01-25,89492.43,1566.24,1100.13,466.11,63.39,1629.63,88392.3
294,2048-02-24,88392.3,1566.24,1105.86,460.38,62.61,1628.85,87286.44
295,2048-03-25,87286.44,1566.24,1111.62,454.62,61.83,1628.07,86174.82
296,2048-04-24,86174.82,1566.24,1117.41,448.83,61.04,1627.28,85057.41
297,2048-05-24,85057.41,1566.23,1123.22,443.01,60.25,1626.48,83934.19
298,2048-06-23,83934.19,1566.24,1129.08,437.16,59.45,1625.69,82805.11
299,2048-07-23,82805.11,1566.24,1134.96,431.28,58.65,1624.89,81670.15
300,2048-08-22,81670.15,1566.24,1140.87,425.37,57.85,1624.09,80529.28
301,2048-09-21,80529.28,1566.24,1146.82,419.42,57.04,1623.28,79382.46
302,2048-10-21,79382.46,1566.23,1152.78,413.45,56.23,1622.46,78229.68
303,2048-11-20,78229.68,1566.23,1158.78,407.45,55.41,1621.64,77070.9
304,2048-12-20,77070.9,1566.24,1164.83,401.41,54.59,1620.83,75906.07
305,2049-01-19,75906.07,1566.24,1170.9,395.34,53.77,1620.01,74735.17
306,2049-02-18,74735.17,1566.23,1176.98,389.25,52.94,1619.17,73558.19
307,2049-03-20,73558.19,1566.24,1183.12,383.12,52.1,1618.34,72375.07
308,2049-04-19,72375.07,1566.24,1189.29,376.95,51.27,1617.51,71185.78
309,2049-05-19,71185.78,1566.23,1195.47,370.76,50.42,1616.65,69990.31
310,2049-06-18,69990.31,1566.23,1201.7,364.53,49.58,1615.81,68788.61
311,2049-07-18,68788.61,1566.24,1207.97,358.27,48.73,1614.97,67580.64
312,2049-08-17,67580.64,1566.23,1214.25,351.98,47.87,1614.1,66366.39
313,2049-09-16,66366.39,1566.23,1220.57,345.66,47.01,1613.24,65145.82
314,2049-10-16,65145.82,1566.24,1226.94,339.3,46.14,1612.38,63918.88
315,2049-11-15,63918.88,1566.23,1233.32,332.91,45.28,1611.51,62685.56
316,2049-12-15,62685.56,1566.23,1239.74,326.49,44.4,1610.63,61445.82
317,2050-01-14,61445.82,1566.24,1246.21,320.03,43.52,1609.76,60199.61
318,2050-02-13,60199.61,1566.24,1252.7,313.54,42.64,1608.88,58946.91
319,2050-03-15,58946.91,1566.23,1259.21,307.02,41.75,1607.98,57687.7
320,2050-04-14,57687.7,1566.24,1265.78,300.46,40.86,1607.1,56421.92
321,2050-05-14,56421.92,1566.24,1272.38,293.86,39.97,1606.21,55149.54
322,2050-06-13,55149.54,1566.23,1278.99,287.24,39.06,1605.29,53870.55
323,2050-07-13,53870.55,1566.24,1285.66,280.58,38.16,1604.4,52584.89
324,2050-08-12,52584.89,1566.24,1292.36,273.88,37.25,1603.49,51292.53
325,2050-09-11,51292.53,1566.23,1299.08,267.15,36.33,1602.56,49993.45
326,2050-10-11,49993.45,1566.24,1305.86,260.38,35.41,1601.65,48687.59
327,2050-11-10,48687.59,1566.23,1312.65,253.58,34.49,1600.72,47374.94
328,2050-12-10,47374.94,1566.24,1319.5,246.74,33.56,1599.8,46055.44
329,2051-01-09,46055.44,1566.23,1326.36,239.87,32.62,1598.85,44729.08
330,2051-02-08,44729.08,1566.23,1333.27,232.96,31.68,1597.91,43395.81
331,2051-03-10,43395.81,1566.23,1340.21,226.02,30.74,1596.97,42055.6
332,2051-04-09,42055.6,1566.23,1347.19,219.04,29.79,1596.02,40708.41
333,2051-05-09,40708.41,1566.24,1354.22,212.02,28.84,1595.08,39354.19
